user,text,created_at
do_dorval,"@irisfigueiredo Bolsonaro está mentindo, como sempre fez. Admitir que está positivo para o coronavirus é jogar fora toda sua narrativa de relativizar a pandemia.",2020-03-20
cefalerika,RT @JornalOGlobo: É #FAKE que foto de dezenas de caixões enfileirados seja de vítimas do coronavírus na Itália https://t.co/35UGG7qv7c http…,2020-03-20
countdown38,"RT @anacampos_cb: Na contramão do governo Bolsonaro, @IbaneisOficial pede ajuda ao governo chinês para conter o #coronavirus https://t.co/T…",2020-03-20
juanjqo,"RT @BlogsUnicamp: Protocolos de convivência 
#Coronavírus #covid19

Grupos de risco
Sair de casa
Entrar em casa

Crédito #kronegranes https…",2020-03-20
ramosatm,"RT @brasildefato: Coronavírus: ""Sistema de saúde privado nos EUA está matando as pessoas"", diz ativista

https://t.co/nYCRTEgegI",2020-03-20
gracyd7,RT @VladimirAras: Ibaneis pede equipamentos médicos e ajuda de 'qualquer natureza' à embaixada da China para combater coronavírus https://t…,2020-03-20
cassiusmedauar,"RT @delucca: Falta teste de coronavírus no Brasil porque o Bolsonaro está fazendo todos

https://t.co/Ipy27f7fLV",2020-03-20
ptribeirao,"China enfrenta segunda onda de coronavírus, desta vez vinda de fora | publicado em Blogosfera da Rede PT - Rede PT - https://t.co/KfKoVGb1VL

- Curta nossa Página: https://t.co/ATQeN5dOd5
#LulaLivre #LulaInocente #PTRibeirao #RedePT #40anosPT",2020-03-20
tuturellafilho,RT @RedeTV: Sikêra Jr (@SikeraJr) diz que cancelou viagem por causa do coronavírus #AlertaNacional #COVID19 https://t.co/rCvGn2Ekng,2020-03-20
renatamurello,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
EmersonCantali1,@pedrodoria ????????deves tá com coronavirus misturado com maconha. Pense numa justificativa furada!,2020-03-20
aariolli,"RT @SrTrotsky: Coronavirus crise.

Senado: Votação virtual, salário integral
Câmara Dep Fed: Votação virtual, salário integral
Justiça: Sus…",2020-03-20
CesarRi95836529,"RT @TheNeott: #EduardoNaoMentiu

Charge de jornal dinamarquês sobre coronavírus irrita China.

O surto de pneumonia viral, que se originou…",2020-03-20
Flamenguistaoto,"@omauriciolf @futebol_info @Flamengo Passar o antivírus no meu celular 
Coronavirus é coisa simples perto do vírus que vc tem 

Animal",2020-03-20
JardelJoaquim,"RT @CoronavirusBra1: Linha do tempo do #coronavirus no mundo:

- 19 de janeiro: 100 casos
- 24 de janeiro: 1.000 casos
- 28 de janeiro: 5.0…",2020-03-20
GaySmoking,"RT @Samuel73013730: Agora, com o CORONAVIRUS,  é ficar de quarentena em casa, batendo punheta (malhando a pica) e evitar gozar. Leite tá ca…",2020-03-20
vierinhavi,"RT @panegalli21: ""Você beijaria a pessoa que gosta mesmo se ela tiver com coronavirus?""

_A pessoa que eu gosto não me beijaria nem se eu f…",2020-03-20
xmtorne,"Em democracia, apenas há uma explicaçom para ver a militares fazendo discursos como esse sobre #COVID19, e nom cientificos/as: estamos na Espanha #SpainCoronaVirus #spainisdiferent @EspanaGlobal",2020-03-20
rodneydinamica,"@EmbaixadaChina @BolsonaroSP @ernestofaraujo @camaradeputados @RodrigoMaia Os Srs foram imprudentes com o coronavirus, deixaram para tomar as medidas como forma de remediação, e o mundo pagou a conta. Senso de coletividade e civilidade, não é uma questão ideológica, mas sim DIVINA. @bernardopkuster @Daniel_L_Lopez @Biakicis 
#DeusAcimadeTodos",2020-03-20
ErlerCarolina,"RT @blogdopannunzio: O coronavirus já matou quase nove mil pessoas no mundo. Mas a vítima mais importante é... O liberalismo econômico!
Não…",2020-03-20
Concurseirades1,"Minha mãe tá fazendo uns experimentos aqui com chá e uns pózinhos que ela coleciona. 

Dizendo ela que vai evitar o coronavirus.",2020-03-20
peachywhoney,"RT @_luizapimentel: único lugar de vv seguro é o bg, duvido que coronavirus tem moral de entrar naquele trem",2020-03-20
ComputerworldBR,"Microsoft libera novos recursos para o Teams, que vê salto em adoção com o coronavírus 
https://t.co/WNlI5LuPRR https://t.co/fYpKJZOD9B",2020-03-20
sales_xxiv,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
RealNotcia1,"Foto: Trump parece editar notas do discurso de ""coronavírus"" para  ""vírus chinês"" https://t.co/WJwXLxuhNG",2020-03-20
hss_carol,"RT @Lucianoloureir0: Professor Israel do Elza derrotaria o Coronavírus, o Thanos e a porra toda. https://t.co/SSbdrLFhD3",2020-03-20
meuiaiameuioio,@laycris Porque esse novo coronavírus não é o primeiro. Antes da covid19 rolou epidemia de SARS e MERS mas em proporções menores. Coronavírus é o tipo de vírus.,2020-03-20
TButterfly8,RT @blzeira_sofre: sobre a cantora que está com coronavirus que participou do evento e esteve próximo de mewgulf: ela começou a se sentir m…,2020-03-20
separiel,"Alias acho que um dos sintomas do coronavirus, principalmente em idosos, é não conseguir ficar de boa.
Tá cheio de velho na Sé, 10 da manhã. Tomar no rabo viu.",2020-03-20
airesgarcia1956,"@bernardopkuster Essa extrema imprensa é pior do quê o Coronavirus!
#Respeitem57MilhoesDeEleitores 
#RespeitemOPresidenteBolsonaro 
#VamosTodosIgnorarExtremaImprensa",2020-03-20
celiaisa,"RT @jairbolsonaro: Mais ações do Governo Federal, envolvendo o @minsaude no enfrentamento do coronavírus:

1- R$432 milhões destinados a es…",2020-03-20
CaduSilva,O maior shopping da capital potiguar decidiu fechar as portas por tempo indeterminado como precaução contra o coronavírus https://t.co/rdP5EeuqFC,2020-03-20
portalcatve,"Procon dá início a fiscalização em farmácias de Cascavel  
#Notícias #Catve #Coronavírus #COVID19
https://t.co/xzQUaMLe3Z",2020-03-20
SantosGuigu,RT @jornalodia: Xi Jinping e principais líderes locais já sabiam sobre a gravidade do coronavírus e esconderam informações sobre o surto.…,2020-03-20
raquelleonor25,RT @IdcAboutU: Espalhem agora essa merda com a rapidez que espalharam o coronavirus caralho,2020-03-20
Michelle_25_BR,"RT @republica_ctba: Em janeiro, o então prefeito de Wuhan admitiu ter omitido dados sobre o Coronavírus https://t.co/A2jUrCnZVw",2020-03-20
ludmilaoch,"RT @BelinhaPoodleBR: Sabe por que vc tem de ficar em casa?

Pq se muitas pessoas tiverem o coronavirus Não terão hospitais, médicos e equip…",2020-03-20
NomeliniJack,"""O planeta ficou doente porque está com a HUMANIDADE baixa!"" #Coronavirus",2020-03-20
sebraeminas,RT @sebrae: Comerciantes usam da criatividade para atender e se precaver com Coronavírus. Confira na matéria do @BomdiaBrasil veiculada hoj…,2020-03-20
RFacury,Ressuscitando o coronavírus 13??,2020-03-20
thelifeofdiazs,"@delucca @folha Pqp, vendo o vídeo agr notei a presença dos seguranças do Bolsonaro tendo contato com os manifestantes do dia 15, e hoje mais cedo vi uma notícia que 4 foram confirmados com coronavirus, será se são esses? 🤦🤔",2020-03-20
cacho_rodrigo,RT @patriotanaro38: Repost:Presidente da China escondeu coronavírus https://t.co/iWoS2YXBz7 via @jornalodia,2020-03-20
CaioMGA,RT @acidigital: Saiba quais dioceses suspenderam Missas públicas no Brasil devido ao coronavírus https://t.co/8RnD1zzWQc,2020-03-20
CaravanaRolidai,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
bandodedesgraca,RT @ofaelsantos: A Rafa na casa depois da notificação do Tiago sobre o coronavirus #bbb20 https://t.co/BdmVLvoYJA,2020-03-20
davydpld,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
vvitoria_021,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
ptribeirao,"Pandemia de coronavírus exige esforço inédito de guerra, diz Nicolelis | publicado em Blogosfera da Rede PT - Rede PT - https://t.co/LNvv082IXy

- Curta nossa Página: https://t.co/ATQeN5dOd5
#LulaLivre #LulaInocente #PTRibeirao #RedePT #40anosPT https://t.co/dtvujz2OC4",2020-03-20
i_gouvea00,"RT @JornalOGlobo: Coronavírus: novidade no Brasil, implante de chips é aposta da Medicina https://t.co/Fhdf9DJV8w https://t.co/dAdbkqduEC",2020-03-20
LuisEduGba,"RT @CoronavirusBra1: Linha do tempo do #coronavirus no mundo:

- 19 de janeiro: 100 casos
- 24 de janeiro: 1.000 casos
- 28 de janeiro: 5.0…",2020-03-20
pinkcherrytears,"RT @maiconkusterkkk: pq q os cara quer tanto chamar coronavirus de ""vírus chines""? kkkkkkkkkkk

""ah pq veio de la"" beleza mano yakisoba tb…",2020-03-20
siqluizf,RT @reinaldoazevedo: Sexta na @folha: O coronavírus não é o único patógeno perigoso que hoje contamina as Forças Armadas https://t.co/as4d9…,2020-03-20
dcunhas,RT @revistaforum: Jair Bolsonaro foi incapaz de controlar a propagação do coronavírus no próprio Palácio do Planalto. Servidores vivem cená…,2020-03-20
Eggberto_0,"RT @MongeHan: Essa semana a Yumi sofreu racismo em seu trabalho, foi chamada de forma debochada de “coronavirus” e teve alcool espirrado em…",2020-03-20
ptribeirao,"Entidades pressionam por suspensão da EC 95 como resposta ao coronavírus | publicado em Blogosfera da Rede PT - Rede PT - https://t.co/b8puWXLF1E

- Curta nossa Página: https://t.co/ATQeN5dOd5
#LulaLivre #LulaInocente #PTRibeirao #RedePT #40anosPT",2020-03-20
vinicvm,"Mais uma matéria importante em meio ao #Coronavirus: Ceará e Fortaleza se reúnem com a CBF para discutir pagamento aos atletas.

Ouvi os diretos financeiros dos clubes, que deram suas opiniões (que não refletem necessariamente a das equipes) 👇

https://t.co/3qCvoJFPVp",2020-03-20
crvgjac,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
NTDSoft,"2⃣ - O atendimento será das 08:00 ás 12:00 e das 13:00 ás 17:00.

3⃣ - Colaboradores da área de programação trabalhando HOME OFFICE (casa).

As medidas adotadas contribuem com algo que acreditamos: contenção da disseminação do COVID-19 (coronavirus) para o bem comum.",2020-03-20
ddescomplicado,🆘 Especial Coronavírus | Episódio 2 – Aspectos Penais https://t.co/vtzBMJmbFC https://t.co/9wA9v8uMg4,2020-03-20
ingios2,"RT @minsaude: O ministro @lhmandetta fala sobre xenofobia, especialmente contra os  chineses, por conta da epidemia do #coronavírus no mund…",2020-03-20
Thereza12979987,"RT @BelinhaPoodleBR: Sabe por que vc tem de ficar em casa?

Pq se muitas pessoas tiverem o coronavirus Não terão hospitais, médicos e equip…",2020-03-20
AiltonAmorimDa1,"@moura_101 Vc é um tremendo de filha puta cara,seu arrombado,como alguém fica feliz por um senhor está com coronavirus.",2020-03-20
Thiagojosephino,TBT de Um carnaval bem louco @bgenovez1985 #xôcoronavirus em Sambódromo da Marquês de Sapucaí https://t.co/0uBVKovyqe,2020-03-20
Ana_Blakee,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
marapb,RT @folha: Lula critica atuação de Bolsonaro na crise do coronavírus e elogia imprensa https://t.co/KnYmju8caG,2020-03-20
MczMendonca,"RT @samiabomfim: Testar, testar e testar. É fundamental termos o diagnóstico do coronavírus para podermos controlar a pandemia. Apresentei…",2020-03-20
AlberthAlves,RT @VladimirAras: Ibaneis pede equipamentos médicos e ajuda de 'qualquer natureza' à embaixada da China para combater coronavírus https://t…,2020-03-20
Ademir1956Ap,RT @brasil247: Moro ameaça encerrar entrevista para não responder irresponsabilidade de Bolsonaro com coronavírus https://t.co/QxnQVbuz2O,2020-03-20
evamosdetami,coronavirus no talo e a obra torando no predio ao lado me atrapalhando vai se foder,2020-03-20
deniseroitman,"RT @MarcosQuezado1: MALDITOS: Militantes do PT dizem, nas redes sociais, que querem ver o @gen_heleno morto pelo coronavírus.
Mas, Heleno s…",2020-03-20
thiagofe,"RT @delucca: Falta teste de coronavírus no Brasil porque o Bolsonaro está fazendo todos

https://t.co/Ipy27f7fLV",2020-03-20
binacoteca,"RT @falajesbica: ATENÇÃO, TRABALHADOR!

saiba quais são os seus direitos durante a pandemia do coronavírus (COVID-19).

segue o fio:",2020-03-20
ddinhaa,"@Larrymetzi Oiii!!! Então... já existiam 4 tipos de coronavirus conhecidos da medicina, que causam gripes e resfriados antigos..  a vacina é pra esses. Esse novo coronavirus é o Covid-19... nao tem cura porque é novo.",2020-03-20
CipherYa,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
from_suburbio,RT @VladimirAras: Ibaneis pede equipamentos médicos e ajuda de 'qualquer natureza' à embaixada da China para combater coronavírus https://t…,2020-03-20
GgmAndrews,"#CoronavirusPlantao
✔️244 mil diagnosticados c/ covid-19

✔️86 mil em recuperação 

✔️mais de 10  mil mortos no mundo 

✔️ A China não registrou novas infecções pelo segundo dia seguido",2020-03-20
tvi24pt,Quatro farmácias encerradas por casos de contágio com o novo coronavírus https://t.co/zX2lG0y649,2020-03-20
lucascardozo343,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
smxllycatt,RT @radfemw: anão vai se fuder agora o coronavirus foi longe demais,2020-03-20
CosmoSantos_,"RT @TheNeott: #EduardoNaoMentiu

Charge de jornal dinamarquês sobre coronavírus irrita China.

O surto de pneumonia viral, que se originou…",2020-03-20
_gbrant,"RT @igormello: Casa grande e senzala versão 2020, em tempos de coronavírus. A patroa moradora do Alto Leblon, endereço mais caro do Brasil,…",2020-03-20
DaniDelColli,"Eitaa!! Chile e Equador não fazem parte da América do Sul, segundo a CNN 😱😱#CoronavirusPlantao #COVIDー19 #COVID2019 https://t.co/uDmTQlsVyZ",2020-03-20
americamherrera,RT @GuaroSocialLar1: Feliz Dia  📢  #LaSolidaridadVenceAlCoronavirus,2020-03-20
aariolli,"RT @arte_prima: O Coronavirus já está dando o maior sapeca iaiá no neoliberalismo.

Depois q essa onda passar, nunca mais o Mundo vai ser o…",2020-03-20
BaccaraSandra,"RT @samiabomfim: Testar, testar e testar. É fundamental termos o diagnóstico do coronavírus para podermos controlar a pandemia. Apresentei…",2020-03-20
bocaonews,Publicações de Silas Malafaia podem ser punidas com novas regras do Twitter #silasmalafaia #twitter #coronavirus #covid19 #bnews https://t.co/xJbRmeNiZE,2020-03-20
Carooldrew97,RT @geocaio: Daniel caindo na prova do líder é Deus dando a nós um sopro de felicidade em época de coronavirus,2020-03-20
mirandavics,"meu avô pro meu pai ""não sai de rio das ostras p me passar coronavirus não seu filho da puta"" kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",2020-03-20
me5445794,"agr que eu finalmente tinha conseguido arrumar meu celular, vem o coronavirus fechar a loja 😡😡😡😡😡😡😡",2020-03-20
ratrovarelli,"RT @MarcosQuezado1: MALDITOS: Militantes do PT dizem, nas redes sociais, que querem ver o @gen_heleno morto pelo coronavírus.
Mas, Heleno s…",2020-03-20
cnpissarra,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
vaz_81,"@UOL Se jogar no “zapzap” q beber mijo é bom p prevenção do #coronavirus, meio mundo vai beber!",2020-03-20
countdown38,RT @WanmingYang: Eu acho que o ministro da saúde Henrique Mandetta é um grande exemplo do Brasil em combate contra a pandemia coronavirus.…,2020-03-20
salahmuha,Megaigrejas continuam abertas e dizem que fé cura coronavírus https://t.co/6hpm87GmKc via @agenciapublica,2020-03-20
larrysth_,"RT @bielsiqueiraRJ: “Fiquem tranquilos , nosso governo está pronto para enfrentar o coronavírus”

O governo:

COVID-19 #NaQuarentenaEu #vir…",2020-03-20
xraxssx,"RT @igormello: Casa grande e senzala versão 2020, em tempos de coronavírus. A patroa moradora do Alto Leblon, endereço mais caro do Brasil,…",2020-03-20
lleoto,RT @ptribeirao: Polônia está usando vodca confiscada para esterilizar tudo contra coronavírus | publicado em Blogosfera da Rede PT - Rede P…,2020-03-20
pedrohtc71,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
Leiloka7,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
lula13133,"Juiz libera cultos de Silas Malafaia, que podem propagar coronavírus para milhares de pessoas https://t.co/KMyjchX9Yn",2020-03-20
